Venue,columna_id,Keyword,Impr,Clicks
Freight & Salvage,5987,freight salvage,16.0,1.0
Freight & Salvage,5987,freight and salvage calendar,13.0,0.0
San Francisco Playhouse,5846,sf playhouse,49.0,4.0
San Francisco Playhouse,5846,san francisco playhouse,36.0,1.0
McNear's Mystic Theatre,5829,mystic theater,598.0,57.0
McNear's Mystic Theatre,5829,mystic theater schedule,121.0,5.0
McNear's Mystic Theatre,5829,the mystic petaluma,102.0,14.0
McNear's Mystic Theatre,5829,mystic theater petaluma,72.0,10.0
McNear's Mystic Theatre,5829,mystic theatre upcoming events,67.0,4.0
McNear's Mystic Theatre,5829,mystic theatre events,42.0,7.0
McNear's Mystic Theatre,5829,mystic theatre petaluma,38.0,5.0
McNear's Mystic Theatre,5829,mystic theater petaluma ca,17.0,2.0
Canyon Club - Agoura Hills,5695,canyon club,616.0,25.0
Canyon Club - Agoura Hills,5695,canyon agoura hills,120.0,0.0
Canyon Club - Agoura Hills,5695,canyon club agoura,93.0,6.0
Canyon Club - Agoura Hills,5695,the canyon club upcoming events,85.0,3.0
Canyon Club - Agoura Hills,5695,the canyon agoura hills,82.0,2.0
Canyon Club - Agoura Hills,5695,canyon club agoura hills,77.0,8.0
Canyon Club - Agoura Hills,5695,canyon club concerts,42.0,1.0
Canyon Club - Agoura Hills,5695,canyon club shows,28.0,0.0
Canyon Club - Agoura Hills,5695,canyon club schedule,23.0,0.0
Canyon Club - Agoura Hills,5695,canyon club agoura schedule,21.0,1.0
Canyon Club - Agoura Hills,5695,canyon club agoura hills schedule,20.0,4.0
Canyon Club - Agoura Hills,5695,the canyon club events,18.0,1.0
Lincoln Center Performance Hall,5661,lincoln center fort collins,692.0,64.0
Lincoln Center Performance Hall,5661,lincoln center,599.0,54.0
Lincoln Center Performance Hall,5661,lincoln center tickets,163.0,18.0
Lincoln Center Performance Hall,5661,lincoln center theater,76.0,8.0
Lincoln Center Performance Hall,5661,lincoln center events,63.0,9.0
Lincoln Center Performance Hall,5661,the lincoln center fort collins,52.0,3.0
Lincoln Center Performance Hall,5661,lincoln center calendar,38.0,10.0
Lincoln Center Performance Hall,5661,lincoln center fort collins tickets,31.0,9.0
Lincoln Center Performance Hall,5661,fort collins lincoln center,27.0,4.0
Lincoln Center Performance Hall,5661,lincoln center performances,24.0,2.0
Lincoln Center Performance Hall,5661,lincoln center ft collins co,19.0,1.0
Lincoln Center Performance Hall,5661,lincoln center calendar of events,18.0,3.0
Lincoln Center Performance Hall,5661,lincoln center concerts,18.0,2.0
Lincoln Center Performance Hall,5661,lincoln center performance hall,14.0,3.0
Lincoln Center Performance Hall,5661,lincoln center for the performing arts,13.0,0.0
Lincoln Center Performance Hall,5661,fort collins lincoln center tickets,11.0,0.0
Dick's Sporting Goods Park,5658,dicks sporting goods park,194.0,13.0
Dick's Sporting Goods Park,5658,dicks sporting good park,160.0,6.0
Dick's Sporting Goods Park,5658,dsg park,100.0,8.0
Dick's Sporting Goods Park,5658,dicks sporting goods event center,91.0,9.0
Dick's Sporting Goods Park,5658,dicks sporting goods venue,81.0,14.0
Dick's Sporting Goods Park,5658,dicks sporting goods park denver,28.0,1.0
Dick's Sporting Goods Park,5658,dicks sporting goods seating,14.0,2.0
Union Colony Civic Center - Monfort Concert Hall,5189,union colony civic center,132.0,17.0
Union Colony Civic Center - Monfort Concert Hall,5189,union colony civic center tickets,76.0,12.0
Union Colony Civic Center - Monfort Concert Hall,5189,union colony civic center events,40.0,7.0
Crouse Hinds Theater - Mulroy Civic Center At Oncenter,4843,oncenter syracuse,135.0,18.0
Crouse Hinds Theater - Mulroy Civic Center At Oncenter,4843,crouse hinds theatre,116.0,0.0
Crouse Hinds Theater - Mulroy Civic Center At Oncenter,4843,crouse hinds theater,50.0,7.0
Crouse Hinds Theater - Mulroy Civic Center At Oncenter,4843,oncenter seating chart,17.0,1.0
Crouse Hinds Theater - Mulroy Civic Center At Oncenter,4843,oncenter crouse hinds theater,16.0,2.0
Paramount Theater Of Charlottesville,4826,paramount charlottesville,97.0,6.0
Paramount Theater Of Charlottesville,4826,paramount theater charlottesville,43.0,5.0
Paramount Theater Of Charlottesville,4826,charlottesville paramount theater,30.0,3.0
Paramount Theater Of Charlottesville,4826,paramount theater charlottesville virginia upcoming events,23.0,0.0
Paramount Theater Of Charlottesville,4826,paramount theater charlottesville va,16.0,1.0
Paramount Theater Of Charlottesville,4826,paramount theatre charlottesville,10.0,0.0
Soho Restaurant And Music Club,4800,soho santa barbara,70.0,6.0
Paramount Theatre - Rutland,4766,paramount theater rutland vt,130.0,12.0
Paramount Theatre - Rutland,4766,paramount rutland vt,61.0,10.0
Paramount Theatre - Rutland,4766,paramount theater rutland,58.0,6.0
Paramount Theatre - Rutland,4766,paramount rutland,54.0,6.0
Paramount Theatre - Rutland,4766,the paramount rutland vt,35.0,3.0
Paramount Theatre - Rutland,4766,paramount theatre rutland vt,26.0,2.0
Paramount Theatre - Rutland,4766,paramount theater rutland vermont,18.0,2.0
Paramount Theatre - Rutland,4766,paramount theatre rutland,18.0,2.0
Georgia National Fairgrounds,4595,ga national fair 2024,163.0,4.0
Georgia National Fairgrounds,4595,perry ga fairgrounds,128.0,10.0
Georgia National Fairgrounds,4595,perry georgia fairgrounds,87.0,14.0
Georgia National Fairgrounds,4595,georgia national fairgrounds,31.0,2.0
Hudiburg Chevrolet Center,4580,hudiburg chevrolet center,87.0,10.0
Hudiburg Chevrolet Center,4580,hudiburg center,64.0,5.0
Hudiburg Chevrolet Center,4580,rose state college hudiburg chevrolet center events,37.0,4.0
Hudiburg Chevrolet Center,4580,hudiburg event center,33.0,8.0
Hudiburg Chevrolet Center,4580,rose state college hudiburg chevrolet center,16.0,1.0
Hudiburg Chevrolet Center,4580,hudiburg center midwest city,11.0,0.0
House Of Hope,4565,house of hope chicago,1425.0,189.0
House Of Hope,4565,house of hope,1417.0,70.0
House Of Hope,4565,house of hope concerts,349.0,67.0
House Of Hope,4565,house of hope concert,315.0,85.0
House Of Hope,4565,house of hope events,234.0,37.0
House Of Hope,4565,the house of hope,221.0,9.0
House Of Hope,4565,house of hope gospel concert,146.0,31.0
House Of Hope,4565,house of hope chicago upcoming events,95.0,7.0
House Of Hope,4565,gospel concert house of hope,91.0,21.0
House Of Hope,4565,house of hope tickets,65.0,13.0
House Of Hope,4565,house of hope box office,57.0,14.0
House Of Hope,4565,house of hope chicago live stream,56.0,3.0
House Of Hope,4565,house of hope chicago tickets,42.0,4.0
House Of Hope,4565,house of hope concert tickets,37.0,6.0
House Of Hope,4565,house of hope chicago il,36.0,0.0
House Of Hope,4565,concert at house of hope,35.0,8.0
House Of Hope,4565,house of hope chicago illinois,26.0,7.0
House Of Hope,4565,house of hope seating chart,22.0,6.0
House Of Hope,4565,house of hope chicago seating chart,17.0,10.0
House Of Hope,4565,house of hope seating,16.0,6.0
House Of Hope,4565,house of hope chicago concert,11.0,5.0
Chop Suey,4490,chop suey system of a down,799.0,5.0
Chop Suey,4490,chop suey,289.0,0.0
Chop Suey,4490,system of a down chop suey live,88.0,1.0
Chop Suey,4490,chop suey live,61.0,0.0
Chop Suey,4490,chop suey seattle,18.0,4.0
The Howlin Wolf,4374,howlin wolf,773.0,2.0
The Howlin Wolf,4374,howling wolf,354.0,1.0
The Howlin Wolf,4374,the howlin wolf,265.0,4.0
The Howlin Wolf,4374,howlin wolf live,119.0,0.0
The Howlin Wolf,4374,wolf howling,118.0,0.0
Barrymore Theatre - Madison,4347,barrymore theater,160.0,14.0
Barrymore Theatre - Madison,4347,barrymore tickets,94.0,2.0
Barrymore Theatre - Madison,4347,the barrymore madison,36.0,7.0
Barrymore Theatre - Madison,4347,barrymore theater madison,30.0,3.0
Barrymore Theatre - Madison,4347,barrymore theatre upcoming events,24.0,1.0
Barrymore Theatre - Madison,4347,barrymore madison,20.0,2.0
Barrymore Theatre - Madison,4347,barrymore theatre events,19.0,0.0
Barrymore Theatre - Madison,4347,barrymore theatre madison wi,18.0,2.0
Brown's Island,4293,brown island concerts,394.0,102.0
Brown's Island,4293,browns island richmond virginia,332.0,79.0
Brown's Island,4293,browns island,286.0,60.0
Brown's Island,4293,browns island events,247.0,90.0
Brown's Island,4293,browns island concerts 2024,135.0,53.0
Brown's Island,4293,brown island events,114.0,25.0
Brown's Island,4293,brown's island concerts,112.0,28.0
Brown's Island,4293,browns island concerts,104.0,35.0
Brown's Island,4293,browns island concert,45.0,19.0
Brown's Island,4293,browns island richmond va,39.0,11.0
Brown's Island,4293,browns island tickets,28.0,6.0
Brown's Island,4293,browns island venue,19.0,5.0
Brown's Island,4293,concert browns island,19.0,8.0
Brown's Island,4293,browns island shows,15.0,7.0
Brown's Island,4293,browns island seating chart,15.0,2.0
Brown's Island,4293,browns island concert series,10.0,4.0
Conexus Arts Centre,4233,conexus arts centre,194.0,15.0
Conexus Arts Centre,4233,conexus art centre,92.0,3.0
Conexus Arts Centre,4233,connexus arts centre,51.0,6.0
Conexus Arts Centre,4233,conexus arts centre events,47.0,2.0
Conexus Arts Centre,4233,conexus arts centre regina,30.0,2.0
Conexus Arts Centre,4233,conexus art centre regina,27.0,3.0
Conexus Arts Centre,4233,center of the arts regina,26.0,3.0
Conexus Arts Centre,4233,connexus arts center,16.0,3.0
Conexus Arts Centre,4233,centre of the arts regina,14.0,0.0
Conexus Arts Centre,4233,conexus arts centre tickets,13.0,5.0
Conexus Arts Centre,4233,connexus art center regina,11.0,1.0
Iroquois Amphitheater,4084,iroquois amphitheater,599.0,45.0
Iroquois Amphitheater,4084,iroquois amphitheater upcoming events,128.0,10.0
Iroquois Amphitheater,4084,iroquois amphitheatre,115.0,5.0
Iroquois Amphitheater,4084,louisville amphitheater,92.0,8.0
Iroquois Amphitheater,4084,iroquois amphitheater 2024 schedule concerts,92.0,13.0
Iroquois Amphitheater,4084,iroquois amphitheater events,87.0,14.0
Iroquois Amphitheater,4084,iroquois park amphitheater,72.0,7.0
Iroquois Amphitheater,4084,iroquois amphitheater louisville ky,60.0,7.0
Iroquois Amphitheater,4084,iroquois amphitheater 2024 schedule,44.0,3.0
Iroquois Amphitheater,4084,iroquois amphitheater seating chart,35.0,8.0
Iroquois Amphitheater,4084,iroquois amphitheater 2024 schedule tickets,31.0,1.0
Iroquois Amphitheater,4084,iroquois amphitheater schedule,30.0,6.0
Iroquois Amphitheater,4084,iroquois amphitheater concerts,29.0,5.0
Iroquois Amphitheater,4084,iroquois amphitheater seating,10.0,3.0
Andiamo Celebrity Showroom,3965,andiamo warren upcoming events,79.0,10.0
Andiamo Celebrity Showroom,3965,andiamo showroom,68.0,10.0
Andiamo Celebrity Showroom,3965,andiamo concerts,45.0,9.0
Andiamo Celebrity Showroom,3965,andiamos warren,42.0,4.0
Andiamo Celebrity Showroom,3965,andiamos showroom,39.0,10.0
Andiamo Celebrity Showroom,3965,andiamo warren,36.0,4.0
Andiamo Celebrity Showroom,3965,andiamo celebrity showroom,32.0,3.0
Andiamo Celebrity Showroom,3965,andiamo warren events,30.0,3.0
Andiamo Celebrity Showroom,3965,andiamo warren mi,27.0,4.0
Andiamo Celebrity Showroom,3965,andiamo in warren,24.0,1.0
Drury Lane Theatre Oakbrook Terrace,3948,drury lane theatre,80.0,3.0
Drury Lane Theatre Oakbrook Terrace,3948,drury lane,78.0,5.0
Drury Lane Theatre Oakbrook Terrace,3948,drury lane theatre oakbrook,40.0,2.0
Drury Lane Theatre Oakbrook Terrace,3948,drury lane oakbrook,17.0,1.0
Drury Lane Theatre Oakbrook Terrace,3948,drury lane oakbrook events,10.0,0.0
Touhill Performing Arts Center,3786,touhill performing arts center,176.0,12.0
Touhill Performing Arts Center,3786,touhill tickets,90.0,13.0
Touhill Performing Arts Center,3786,touhill concert schedule,31.0,9.0
Touhill Performing Arts Center,3786,touhill performing arts center st louis,31.0,3.0
Touhill Performing Arts Center,3786,blanche m touhill performing arts center tickets,14.0,3.0
Touhill Performing Arts Center,3786,touhill performing arts center seating chart,12.0,5.0
Sahlen Field,3777,sahlen field,239.0,35.0
Sahlen Field,3777,sahlen field seating chart,86.0,12.0
Sahlen Field,3777,sahlen field seating,39.0,5.0
Sahlen Field,3777,sahlen field events,32.0,5.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre,433.0,39.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater knoxville,215.0,19.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou knoxville,105.0,12.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre upcoming events,96.0,10.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater,93.0,4.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre knoxville,61.0,4.0
U.S. Cellular Stage at the Bijou Theatre,3763,the bijou theater,34.0,2.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre knoxville tn,33.0,2.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater events,30.0,6.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater knoxville tn,27.0,1.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre seating chart,22.0,7.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater tickets,14.0,0.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theatre tickets,12.0,2.0
U.S. Cellular Stage at the Bijou Theatre,3763,bijou theater knoxville tennessee,10.0,2.0
World Cafe Live,3760,world cafe live,282.0,19.0
World Cafe Live,3760,world cafe live philadelphia,73.0,5.0
World Cafe Live,3760,world cafe schedule,59.0,1.0
World Cafe Live,3760,world cafe live tickets,33.0,2.0
World Cafe Live,3760,world cafe live events,16.0,1.0
World Cafe Live,3760,world cafe philadelphia pa,12.0,0.0
Jack Singer Concert Hall,3738,jack singer concert hall,118.0,13.0
Jack Singer Concert Hall,3738,jack singer concerts,85.0,9.0
Jack Singer Concert Hall,3738,jack singer concert hall events,76.0,7.0
Jack Singer Concert Hall,3738,jack singer hall,38.0,2.0
Jack Singer Concert Hall,3738,jack singer concert hall seating,29.0,6.0
Jack Singer Concert Hall,3738,jack singer seating map,22.0,1.0
Jack Singer Concert Hall,3738,seating chart jack singer concert hall,17.0,1.0
Jack Singer Concert Hall,3738,jack singer concert hall seating map,15.0,0.0
Blueberry Hill Duck Room,3676,blueberry hill,1339.0,9.0
Blueberry Hill Duck Room,3676,blueberry hill concerts,67.0,4.0
Blueberry Hill Duck Room,3676,blueberry hill st louis,40.0,5.0
Blueberry Hill Duck Room,3676,blueberry hill duck room,36.0,6.0
Blueberry Hill Duck Room,3676,the duck room upcoming events,27.0,4.0
Town Ballroom,3661,town ballroom,241.0,22.0
Town Ballroom,3661,town ballroom buffalo,56.0,2.0
Town Ballroom,3661,town ballroom upcoming events,31.0,1.0
Town Ballroom,3661,town ballroom tickets,27.0,4.0
Town Ballroom,3661,town ballroom buffalo ny,21.0,2.0
Town Ballroom,3661,buffalo town ballroom,10.0,1.0
Bottle & Cork,3654,bottle and cork dewey,382.0,21.0
Bottle & Cork,3654,bottle and cork,344.0,43.0
Bottle & Cork,3654,bottle and cork concerts,236.0,33.0
Bottle & Cork,3654,bottle n cork,183.0,31.0
Bottle & Cork,3654,bottle and cork dewey beach,162.0,9.0
Bottle & Cork,3654,bottle and cork schedule,128.0,21.0
Bottle & Cork,3654,bottle and cork 2024 schedule,123.0,11.0
Bottle & Cork,3654,bottle cork dewey beach,95.0,6.0
Bottle & Cork,3654,bottle and cork tickets,86.0,8.0
Bottle & Cork,3654,bottle and cork events,74.0,8.0
Bottle & Cork,3654,cork and bottle dewey,70.0,2.0
Bottle & Cork,3654,bottle and cork lineup,45.0,6.0
Bottle & Cork,3654,bottle and cork concerts 2024,27.0,3.0
Bottle & Cork,3654,bottle and cork concert,10.0,0.0
Germantown Performing Arts Centre,3648,gpac germantown,76.0,6.0
Germantown Performing Arts Centre,3648,gpac germantown tn,57.0,9.0
Germantown Performing Arts Centre,3648,gpac schedule,55.0,3.0
Germantown Performing Arts Centre,3648,germantown performing arts center,50.0,5.0
Germantown Performing Arts Centre,3648,gpac tickets,40.0,4.0
Germantown Performing Arts Centre,3648,gpac memphis,32.0,4.0
Tachi Palace Hotel & Casino,3561,tachi palace concert,122.0,23.0
Tachi Palace Hotel & Casino,3561,tachi palace,116.0,10.0
Tachi Palace Hotel & Casino,3561,tachi palace concerts,40.0,10.0
Tachi Palace Hotel & Casino,3561,tachi concerts,13.0,0.0
Tachi Palace Hotel & Casino,3561,tachi palace hotel and casino,13.0,0.0
Athenaeum Theatre - IL,3558,athenaeum theater,62.0,1.0
Athenaeum Theatre - IL,3558,athenaeum theatre,14.0,1.0
North Shore Music Theatre,3541,north shore music theater,789.0,43.0
North Shore Music Theatre,3541,north shore music,448.0,6.0
North Shore Music Theatre,3541,north shore music theatre,417.0,29.0
North Shore Music Theatre,3541,north shore music center,209.0,24.0
North Shore Music Theatre,3541,north shore music theatre ma,122.0,8.0
North Shore Music Theatre,3541,north shore music theater 2024 schedule,111.0,8.0
North Shore Music Theatre,3541,north shore music theatre events,102.0,5.0
North Shore Music Theatre,3541,northshore theater,99.0,5.0
North Shore Music Theatre,3541,north shore theatre,88.0,9.0
North Shore Music Theatre,3541,north shore music theater 2024,74.0,6.0
North Shore Music Theatre,3541,north shore music circus,60.0,6.0
North Shore Music Theatre,3541,north shore theater,47.0,2.0
North Shore Music Theatre,3541,north shore music theater 2024 season,39.0,1.0
North Shore Music Theatre,3541,north shore music theater seating chart,39.0,10.0
North Shore Music Theatre,3541,nsmt seating chart,33.0,13.0
North Shore Music Theatre,3541,north shore music theatre tickets,32.0,7.0
North Shore Music Theatre,3541,north shore music center beverly ma,31.0,2.0
North Shore Music Theatre,3541,north shore music theater beverly,24.0,2.0
North Shore Music Theatre,3541,north shore music theatre beverly ma,18.0,0.0
North Shore Music Theatre,3541,north shore music theater 2024 schedule tickets,17.0,0.0
North Shore Music Theatre,3541,nsmt beverly ma,17.0,1.0
North Shore Music Theatre,3541,north shore music theater schedule,16.0,4.0
North Shore Music Theatre,3541,north shore music theatre 2024,13.0,1.0
North Shore Music Theatre,3541,northshore musical theater,13.0,2.0
North Shore Music Theatre,3541,north shore music theatre seating chart,11.0,3.0
St. George Theatre,3531,st george theater,215.0,7.0
St. George Theatre,3531,st george theatre upcoming events,82.0,4.0
St. George Theatre,3531,st george theatre,81.0,8.0
St. George Theatre,3531,st george theater staten island,46.0,3.0
St. George Theatre,3531,st george theater schedule,41.0,2.0
St. George Theatre,3531,st george theater seating chart,38.0,7.0
St. George Theatre,3531,st george theatre schedule,23.0,4.0
St. George Theatre,3531,st george theatre staten island,16.0,0.0
St. George Theatre,3531,st george theater events,11.0,0.0
The Lincoln Theatre (Raleigh),3417,lincoln theater raleigh,152.0,12.0
The Lincoln Theatre (Raleigh),3417,lincoln theatre upcoming events,94.0,9.0
The Lincoln Theatre (Raleigh),3417,lincoln theatre raleigh,81.0,8.0
The Lincoln Theatre (Raleigh),3417,the lincoln theatre,74.0,2.0
The Lincoln Theatre (Raleigh),3417,the lincoln theater raleigh,34.0,3.0
The Lincoln Theatre (Raleigh),3417,lincoln theatre tickets,32.0,5.0
The Coach House,3258,coach house,386.0,15.0
The Coach House,3258,the coach house,209.0,9.0
The Coach House,3258,coach house san juan capistrano,183.0,10.0
The Coach House,3258,coachhouse,150.0,12.0
The Coach House,3258,coach house schedule,97.0,9.0
The Coach House,3258,coach house san juan,60.0,2.0
The Coach House,3258,coach house concert schedule,50.0,5.0
The Coach House,3258,the coach house san juan capistrano,41.0,2.0
The Coach House,3258,coach house seating chart,36.0,9.0
The Coach House,3258,the coach house san juan capistrano california upcoming events,26.0,0.0
The Coach House,3258,coach house orange county,18.0,2.0
The Coach House,3258,coach house sjc,11.0,2.0
The Playhouse on Rodney Square,3210,the playhouse on rodney square,152.0,12.0
The Playhouse on Rodney Square,3210,wilmington playhouse,125.0,18.0
The Playhouse on Rodney Square,3210,the playhouse on rodney square events,86.0,9.0
The Playhouse on Rodney Square,3210,playhouse on rodney square wilmington,68.0,4.0
The Playhouse on Rodney Square,3210,playhouse on rodney square,48.0,7.0
The Playhouse on Rodney Square,3210,the playhouse wilmington de seating chart,24.0,10.0
The Playhouse on Rodney Square,3210,the playhouse in wilmington de,22.0,1.0
The Playhouse on Rodney Square,3210,the playhouse on rodney square seating chart,22.0,5.0
The Playhouse on Rodney Square,3210,playhouse rodney square,11.0,0.0
Newmark Theatre,3173,newmark theater,58.0,11.0
Newmark Theatre,3173,newmark theatre,31.0,0.0
Shank Hall,3131,shank hall tickets,28.0,0.0
Shank Hall,3131,shank hall,21.0,1.0
Shank Hall,3131,shank hall milwaukee,20.0,0.0
Shank Hall,3131,shank hall upcoming events,12.0,1.0
Event Centre At Club Regent Casino,3105,club regent event centre,426.0,40.0
Event Centre At Club Regent Casino,3105,club regent,271.0,31.0
Event Centre At Club Regent Casino,3105,club regent event centre tickets,148.0,22.0
Event Centre At Club Regent Casino,3105,club regent event center,84.0,11.0
Event Centre At Club Regent Casino,3105,club regent event centre events,71.0,11.0
Event Centre At Club Regent Casino,3105,club regent concerts,69.0,3.0
Event Centre At Club Regent Casino,3105,club regent events,65.0,5.0
Event Centre At Club Regent Casino,3105,club regent shows,59.0,7.0
Event Centre At Club Regent Casino,3105,club regent seating chart,49.0,10.0
Event Centre At Club Regent Casino,3105,club regent winnipeg,35.0,3.0
Event Centre At Club Regent Casino,3105,club regent event centre concerts,31.0,2.0
Event Centre At Club Regent Casino,3105,club regent event centre seating chart,19.0,2.0
Paramount Theatre - Anderson,3097,paramount theater anderson indiana,109.0,12.0
Paramount Theatre - Anderson,3097,paramount theatre anderson indiana upcoming events,40.0,4.0
Paramount Theatre - Anderson,3097,paramount anderson,30.0,4.0
Paramount Theatre - Anderson,3097,paramount in anderson indiana,24.0,1.0
Paramount Theatre - Anderson,3097,anderson indiana paramount theater,16.0,4.0
Paramount Theatre - Anderson,3097,the paramount anderson,15.0,2.0
Paramount Theatre - Anderson,3097,paramount theater anderson,15.0,0.0
Paramount Theatre - Anderson,3097,paramount theatre anderson indiana,15.0,2.0
Paramount Theatre - Anderson,3097,paramount anderson in,11.0,1.0
Paramount Theatre - Anderson,3097,paramount theater anderson in,11.0,2.0
Paramount Theatre - Anderson,3097,paramount anderson indiana,10.0,1.0
Paramount Theatre - Anderson,3097,anderson paramount,10.0,1.0
Events Center at National Western Complex,3023,national western complex,253.0,41.0
Events Center at National Western Complex,3023,events center at national western complex events,81.0,9.0
Events Center at National Western Complex,3023,national western complex events,37.0,2.0
NYU Skirball Center,2866,skirball center for the performing arts tickets,25.0,5.0
Warner Theatre - CT,2833,warner theater torrington ct,197.0,21.0
Warner Theatre - CT,2833,warner theater torrington,118.0,17.0
Warner Theatre - CT,2833,warner theatre,81.0,13.0
Warner Theatre - CT,2833,warner theatre events,76.0,8.0
Warner Theatre - CT,2833,the warner theater,58.0,10.0
Warner Theatre - CT,2833,warner theatre torrington,53.0,10.0
Warner Theatre - CT,2833,warner theatre torrington ct,44.0,1.0
Warner Theatre - CT,2833,warner theater ct,37.0,1.0
Warner Theatre - CT,2833,warner theatre torrington connecticut events,27.0,1.0
Warner Theatre - CT,2833,warner theater tickets,21.0,4.0
Warner Theatre - CT,2833,the warner theatre,20.0,4.0
Majestic Theatre Madison,2830,majestic theater,569.0,26.0
Majestic Theatre Madison,2830,majestic madison,157.0,16.0
Majestic Theatre Madison,2830,majestic theater madison,91.0,12.0
Majestic Theatre Madison,2830,the majestic madison,49.0,6.0
Majestic Theatre Madison,2830,majestic theatre madison upcoming events,38.0,5.0
Majestic Theatre Madison,2830,majestic theatre madison,23.0,6.0
Majestic Theatre Madison,2830,the majestic madison wi,22.0,2.0
Majestic Theatre Madison,2830,majestic madison wi,21.0,6.0
Monterey Fairgrounds,2803,monterey fairgrounds,222.0,41.0
Monterey Fairgrounds,2803,monterey county fair 2024,78.0,8.0
Monterey Fairgrounds,2803,monterey fair,65.0,8.0
Paul Paul Theater at Fresno Fairgrounds,2802,paul paul theater,88.0,2.0
Patchogue Theater For The Performing Arts,2796,patchogue theater,263.0,3.0
Patchogue Theater For The Performing Arts,2796,patchogue theatre,57.0,0.0
Patchogue Theater For The Performing Arts,2796,patchogue theater for the performing arts,43.0,3.0
Patchogue Theater For The Performing Arts,2796,patchogue theater seating chart,26.0,5.0
Patchogue Theater For The Performing Arts,2796,patchogue theatre seating chart,11.0,5.0
Myth Live,2785,myth live,224.0,16.0
Myth Live,2785,minnesota myth schedule,124.0,1.0
Myth Live,2785,myth nightclub maplewood,96.0,15.0
Myth Live,2785,the myth minneapolis,66.0,4.0
Myth Live,2785,myth live tickets,14.0,3.0
Hard Rock Live - Mississippi,2782,hard rock biloxi concerts 2024,53.0,16.0
Hard Rock Live - Mississippi,2782,hard rock biloxi concerts,36.0,10.0
Hard Rock Live - Mississippi,2782,hard rock biloxi ms,28.0,3.0
Hard Rock Live - Mississippi,2782,hard rock biloxi entertainment,27.0,7.0
Hard Rock Live - Mississippi,2782,hard rock entertainment biloxi,25.0,5.0
Hard Rock Live - Mississippi,2782,hard rock cafe biloxi,21.0,0.0
Hard Rock Live - Mississippi,2782,hardrock biloxi ms,18.0,1.0
Hard Rock Live - Mississippi,2782,hard rock biloxi entertainment schedule,16.0,1.0
Hard Rock Live - Mississippi,2782,hard rock biloxi mississippi,15.0,4.0
Hard Rock Live - Mississippi,2782,concerts at hard rock biloxi,14.0,2.0
Metropolis Performing Arts Centre,2628,metropolis theater,543.0,7.0
Metropolis Performing Arts Centre,2628,metropolis arlington heights,93.0,15.0
Metropolis Performing Arts Centre,2628,metropolis in arlington heights,48.0,6.0
Metropolis Performing Arts Centre,2628,metropolis performing arts center,41.0,1.0
Metropolis Performing Arts Centre,2628,metropolis arlington heights schedule,33.0,4.0
Metropolis Performing Arts Centre,2628,metropolis performing arts center arlington heights,26.0,2.0
Metropolis Performing Arts Centre,2628,metropolis arlington heights theater,18.0,3.0
Metropolis Performing Arts Centre,2628,metropolis performing arts centre,16.0,1.0
Metropolis Performing Arts Centre,2628,metropolis performing arts centre tickets,15.0,3.0
Spirit Of The Suwannee Music Park,2553,suwannee music park,60.0,5.0
Spirit Of The Suwannee Music Park,2553,spirit of the suwannee music park,50.0,2.0
Spirit Of The Suwannee Music Park,2553,spirit of the suwannee music park tickets,16.0,0.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center,495.0,52.0
Bob Carpenter Center At University of Delaware,2514,the bob carpenter center,156.0,23.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center events,85.0,19.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center tickets,67.0,10.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center concerts,37.0,10.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center concert,28.0,6.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center seating chart,27.0,2.0
Bob Carpenter Center At University of Delaware,2514,university of delaware bob carpenter center,27.0,6.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center at university of delaware newark,24.0,5.0
Bob Carpenter Center At University of Delaware,2514,bob carpenter center delaware,12.0,3.0
Deer Lake Park,2412,deer lake park concerts,245.0,28.0
Deer Lake Park,2412,deer lake concerts,149.0,15.0
Deer Lake Park,2412,deer lake park,112.0,17.0
Deer Lake Park,2412,deer lake park concerts 2024,54.0,8.0
Deer Lake Park,2412,deer lake music,27.0,3.0
Deer Lake Park,2412,deer lake park events,19.0,1.0
Deer Lake Park,2412,deer lake music festival,17.0,2.0
Deer Lake Park,2412,deer lake park burnaby,11.0,3.0
Harrah's Showroom at Harrah's Las Vegas,2378,harrahs las vegas,345.0,24.0
Harrah's Showroom at Harrah's Las Vegas,2378,shows at harrahs,54.0,8.0
